GUID,SCIENTIFIC_NAME,OTHERCATALOGNUMBERS,COORDINATEUNCERTAINTYINMETERS,COUNTRY,STATE_PROV,ELEVATION,SPEC_LOCALITY,VERBATIM_DATE,PARTS,DEC_LAT,DEC_LONG,SEX,ERA
MVZ:Mamm:207288,Tamias speciosus frater,collector number=1459,14,United States,California,,"Tamarack Flat, Yosemite National Park",6-Aug-04,tissue (frozen); whole organism (ethanol),37.7624,-119.7553,female,M
MVZ:Mamm:207225,Tamias speciosus frater,collector number=1475,201,United States,California,2012.8992,"Tamarack Flat, Yosemite National Park",8-Aug-04,skull; tissue (frozen); study skin,37.75456,-119.74298,female,M
MVZ:Mamm:207272,Tamias speciosus frater,collector number=21355,251,United States,California,2238.756,"1.5 mi SE Merced Lake, Yosemite National Park",23-Jul-04,skull; DNA; study skin,37.73393,-119.39339,female,M
MVZ:Mamm:207252,Tamias speciosus frater,collector number=21159,251,United States,California,2488.692,"Old Tioga Mine Rd., Yosemite National Park",26-Jun-04,tissue (frozen); whole organism (ethanol); tissue (95% ethanol),37.84309,-119.62314,male,M
MVZ:Mamm:207255,Tamias speciosus frater,collector number=1317,251,United States,California,2300,"Yosemite Creek tributary, Yosemite National Park",27-Jun-04,tissue (frozen); whole organism (ethanol),37.8497,-119.57801,male,M
MVZ:Mamm:207262,Tamias speciosus frater,collector number=21250,251,United States,California,3160.4712,"E end Fletcher Lake, Yosemite National Park",13-Jul-04,skull; DNA (frozen); tissue (95% ethanol); study skin,37.79778,-119.33617,female,M
MVZ:Mamm:207268,Tamias speciosus frater,collector number=21335,251,United States,California,2266.188,"1 mi E Merced Lake, Yosemite National Park",21-Jul-04,skull; DNA (frozen); tissue (95% ethanol); study skin,37.74036,-119.39641,male,M
MVZ:Mamm:217191,Tamias speciosus frater,collector number=22678,,United States,California,2827.6296,"Lembert Dome, Yosemite National Park",22-Jul-06,skull; tissue (95% ethanol); baculum; study skin,37.88357,-119.346,male,M
MVZ:Mamm:220049,Tamias speciosus frater,collector number=23458,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",23-Jul-07,tissue (95% ethanol),37.84117,-119.41206,male,M
MVZ:Mamm:202722,Tamias speciosus frater,collector number=20061-B,330,United States,California,1923.5928,"Crane Flat, Yosemite National Park",9-Jun-03,tissue (frozen); whole organism (frozen),37.75139,-119.79149,not recorded,M
MVZ:Mamm:222217,Tamias speciosus frater,,,United States,California,3252.216,Mono Pass,25-Jul-08,skull; tissue (95% ethanol); study skin,37.85461,-119.21362,female,M
MVZ:Mamm:220080,Tamias speciosus frater,collector number=23572,,United States,California,2970.276,"Lower Ottaway Lake, Yosemite National Park",7-Aug-07,tissue (95% ethanol),37.64537,-119.41978,female,M
MVZ:Mamm:220029,Tamias speciosus frater,collector number=23433,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",22-Jul-07,skull; study skin; tissue (95% ethanol),37.84117,-119.41206,female,M
MVZ:Mamm:220055,Tamias speciosus frater,collector number=23467,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",24-Jul-07,skull; tissue (95% ethanol); baculum; study skin,37.84117,-119.41206,male,M
MVZ:Mamm:220039,Tamias speciosus frater,collector number=23444,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",22-Jul-07,tissue (95% ethanol),37.84117,-119.41206,male,M
MVZ:Mamm:216374,Tamias speciosus frater,collector number=22373,,United States,California,2555.748,"west base Fairview Dome, Yosemite National Park",2-Aug-05,skull; DNA (frozen); tissue (95% ethanol); study skin,37.87649,-119.41609,female,M
MVZ:Mamm:217195,Tamias speciosus frater,collector number=22700,,United States,California,2865.12,"upper Kerrick Meadow, Yosemite National Park",27-Jul-06,skull; study skin; tissue (95% ethanol),38.12206,-119.48155,male,M
MVZ:Mamm:201464,Tamias speciosus frater,collector number=48,107,United States,California,1874.52,"Crane Flat, Yosemite National Park",11-Jun-03,skull; tissue (frozen); tissue (frozen) sample; baculum; study skin; DNA,37.75048,-119.79423,male,M
MVZ:Mamm:201465,Tamias speciosus frater,collector number=24,105,United States,California,1900,"Crane Flat, Yosemite National Park",10-Jun-03,skull; tissue (frozen); study skin; DNA (frozen); embryo (frozen),37.75731,-119.80131,female,M
MVZ:Mamm:201466,Tamias speciosus frater,collector number=27,57,United States,California,,"Crane Flat, Yosemite National Park",12-Jun-03,skull; tissue (frozen); study skin; DNA; embryo (frozen),37.74995,-119.79336,female,M
MVZ:Mamm:201477,Tamias speciosus frater,collector number=20159,230,United States,California,2223.516,"Mono Meadow trail head, Yosemite National Park",9-Jul-03,skull; tissue (frozen); baculum; tissue (95% ethanol); DNA (frozen); study skin,37.67037,-119.58527,male,M
MVZ:Mamm:201479,Tamias speciosus frater,collector number=20174,230,United States,California,2223.516,"Mono Meadow trail head, Yosemite National Park",10-Jul-03,skull; tissue (frozen); tissue (frozen) sample; study skin; DNA (frozen); tissue (95% ethanol),37.67037,-119.58527,female,M
MVZ:Mamm:201486,Tamias speciosus frater,collector number=20187,230,United States,California,2350.008,"S end Pothole Meadows, Yosemite National Park",11-Jul-03,skull; tissue (frozen); tissue (95% ethanol); baculum; study skin,37.69924,-119.58647,male,M
MVZ:Mamm:201493,Tamias speciosus frater,collector number=975,32,United States,California,2135,"Bridalveil Creek Campground, Yosemite National Park",16-Jul-03,skull; tissue (frozen); study skin,37.66436,-119.62117,female,M
MVZ:Mamm:201451,Tamias speciosus frater,collector number=20035,230,United States,California,1886.4072,"Crane Flat, Yosemite National Park",8-Jun-03,skull; tissue (frozen); study skin; DNA (frozen); embryo (frozen); embryo (frozen); tissue (95% ethanol); tissue (95% ethanol) sample,37.75515,-119.80015,female,M
MVZ:Mamm:201557,Tamias speciosus frater,collector number=159,61,United States,California,2392.68,"Glen Aulin, Yosemite National Park",12-Aug-03,skull; tissue (95% ethanol); study skin,37.91042,-119.41607,female,M
MVZ:Mamm:201561,Tamias speciosus frater,collector number=20460,230,United States,California,2496.312,"McGee Lake, Yosemite National Park",12-Aug-03,skull; study skin; tissue (95% ethanol),37.9007,-119.43205,female,M
MVZ:Mamm:201547,Tamias speciosus frater,collector number=20408,230,United States,California,2412.1872,"Glen Aulin, Yosemite National Park",7-Aug-03,skull; postcranial skeleton; tissue (95% ethanol),37.91355,-119.42225,female,M
MVZ:Mamm:216342,Tamias speciosus frater,collector number=22378,,United States,California,2691.384,"Juniper Ridge, Tuolumne Meadows, Yosemite National Park",3-Aug-05,skull; tissue (95% ethanol); study skin,37.88325,-119.3605,female,M
MVZ:Mamm:207278,Tamias speciosus frater,collector number=177,101,United States,California,2199.4368,"Merced Lake, Yosemite National Park",27-Jul-04,skull; postcranial skeleton; DNA; tissue (95% ethanol),37.74069,-119.41023,female,M
MVZ:Mamm:202740,Tamias speciosus frater,collector number=42-F,107,United States,California,1874.52,"Crane Flat, Yosemite National Park",10-Jun-03,tissue (frozen); whole organism (frozen),37.75048,-119.79423,not recorded,M
MVZ:Mamm:201521,Tamias speciosus frater,collector number=20358,230,United States,California,2412.1872,"Glen Aulin, Yosemite National Park",6-Aug-03,skull; study skin; tissue (95% ethanol),37.91355,-119.42225,male,M
MVZ:Mamm:207274,Tamias speciosus frater,collector number=169,151,United States,California,2204.9232,"Merced Lake, Yosemite National Park",24-Jul-04,skull; baculum; DNA; study skin; tissue (95% ethanol),37.7409,-119.40804,male,M
MVZ:Mamm:220057,Tamias speciosus frater,collector number=23472,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",24-Jul-07,tissue (95% ethanol),37.84117,-119.41206,male,M
MVZ:Mamm:220079,Tamias speciosus frater,collector number=23568,,United States,California,2970.276,"Lower Ottaway Lake, Yosemite National Park",7-Aug-07,tissue (95% ethanol),37.64537,-119.41978,male,M
MVZ:Mamm:201554,Tamias speciosus frater,collector number=20450,80,United States,California,2401.824,"Glen Aulin, Yosemite National Park",10-Aug-03,skull; tissue (95% ethanol); study skin,37.9136,-119.42421,male,M
MVZ:Mamm:201499,Tamias speciosus frater,collector number=20267,230,United States,California,2983.3824,"upper Lyell Canyon, Yosemite National Park",25-Jul-03,skull; baculum; DNA; study skin; tissue (95% ethanol),37.77819,-119.26115,male,M
MVZ:Mamm:207231,Tamias speciosus frater,collector number=40,251,United States,California,2484.12,"White Wolf entrance, Yosemite National Park",21-Jun-04,skull; tissue (frozen); study skin,37.85723,-119.64744,male,M
MVZ:Mamm:207236,Tamias speciosus frater,collector number=21096,251,United States,California,2484.12,"White Wolf entrance, Yosemite National Park",22-Jun-04,skull; tissue (frozen); study skin; tissue (95% ethanol),37.85723,-119.64744,female,M
MVZ:Mamm:207284,Tamias speciosus frater,collector number=21379,251,United States,California,2260.7016,"0.7 mi NW Washburn Lake, Yosemite National Park",27-Jul-04,skull; study skin; DNA; tissue (95% ethanol); tissue (95% ethanol) sample,37.72604,-119.39541,male,M
MVZ:Mamm:207242,Tamias speciosus frater,collector number=21109,,United States,California,2572.2072,"0.9 mi W Porcupine Flat, Yosemite National Park",23-Jun-04,skull; tissue (frozen); DNA (frozen); tissue (95% ethanol); study skin,37.81435,-119.57728,female,M
MVZ:Mamm:207287,Tamias speciosus frater,collector number=191,201,United States,California,2012.8992,"Tamarack Flat, Yosemite National Park",7-Aug-04,skull; tissue (frozen); study skin; baculum,37.75456,-119.74298,male,M
MVZ:Mamm:207289,Tamias speciosus frater,collector number=1460,14,United States,California,,"Tamarack Flat, Yosemite National Park",6-Aug-04,tissue (frozen); baculum; whole organism (ethanol),37.7624,-119.7553,male,M
MVZ:Mamm:217192,Tamias speciosus frater,collector number=22679,,United States,California,2865.12,"upper Kerrick Meadow, Yosemite National Park",25-Jul-06,skull; study skin; tissue (95% ethanol),38.12206,-119.48155,female,M
MVZ:Mamm:220053,Tamias speciosus frater,collector number=23464,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",24-Jul-07,tissue (95% ethanol),37.84117,-119.41206,male,M
MVZ:Mamm:220060,Tamias speciosus frater,collector number=23475,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",24-Jul-07,tissue (95% ethanol),37.84117,-119.41206,female,M
MVZ:Mamm:220056,Tamias speciosus frater,collector number=23471,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",24-Jul-07,tissue (95% ethanol),37.84117,-119.41206,female,M
MVZ:Mamm:220085,Tamias speciosus frater,collector number=23586,,United States,California,2970.276,"Lower Ottaway Lake, Yosemite National Park",8-Aug-07,tissue (95% ethanol),37.64537,-119.41978,female,M
MVZ:Mamm:220086,Tamias speciosus frater,collector number=23587,,United States,California,2970.276,"Lower Ottaway Lake, Yosemite National Park",8-Aug-07,tissue (95% ethanol),37.64537,-119.41978,male,M
MVZ:Mamm:220030,Tamias speciosus frater,collector number=23435,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",22-Jul-07,tissue (95% ethanol),37.84117,-119.41206,female,M
MVZ:Mamm:220033,Tamias speciosus frater,collector number=23438,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",22-Jul-07,tissue (95% ethanol),37.84117,-119.41206,female,M
MVZ:Mamm:220072,Tamias speciosus frater,collector number=23547,,United States,California,2970.276,"Lower Ottaway Lake, Yosemite National Park",5-Aug-07,tissue (95% ethanol),37.64537,-119.41978,male,M
MVZ:Mamm:216350,Tamias speciosus frater,collector number=22450,,United States,California,3121.152,"Upper Lyell Canyon, Yosemite National Park",15-Aug-05,skull; tissue (95% ethanol); DNA; study skin,37.76807,-119.25506,female,M
MVZ:Mamm:202731,Tamias speciosus frater,collector number=41-E,105,United States,California,1900,"Crane Flat, Yosemite National Park",9-Jun-03,tissue (frozen); whole organism (frozen),37.75731,-119.80131,not recorded,M
MVZ:Mamm:202737,Tamias speciosus frater,collector number=42-C,107,United States,California,1874.52,"Crane Flat, Yosemite National Park",10-Jun-03,tissue (frozen); whole organism (frozen),37.75048,-119.79423,not recorded,M
MVZ:Mamm:202739,Tamias speciosus frater,collector number=42-E,107,United States,California,1874.52,"Crane Flat, Yosemite National Park",10-Jun-03,tissue (frozen); whole organism (frozen),37.75048,-119.79423,not recorded,M
MVZ:Mamm:202746,Tamias speciosus frater,collector number=27-A,57,United States,California,,"Crane Flat, Yosemite National Park",12-Jun-03,tissue (frozen); whole organism (frozen),37.74995,-119.79336,not recorded,M
MVZ:Mamm:202748,Tamias speciosus frater,collector number=27-C,57,United States,California,,"Crane Flat, Yosemite National Park",12-Jun-03,tissue (frozen); whole organism (frozen),37.74995,-119.79336,not recorded,M
MVZ:Mamm:202756,Tamias speciosus frater,collector number=20078-F,208,United States,California,1899,"Crane Flat Campground, Yosemite National Park",10-Jun-03,tissue (frozen); whole organism (frozen),37.74597,-119.7993,not recorded,M
MVZ:Mamm:201462,Tamias speciosus frater,collector number=41,105,United States,California,1900,"Crane Flat, Yosemite National Park",9-Jun-03,skull; tissue (frozen); study skin; DNA (frozen); embryo (frozen),37.75731,-119.80131,female,M
MVZ:Mamm:201473,Tamias speciosus frater,collector number=20165,230,United States,California,2159.508,"0.7 mi W Mono Meadow trail head, Yosemite National Park",10-Jul-03,skull; tissue (frozen); tissue (frozen) sample; study skin; tissue (95% ethanol); DNA,37.66792,-119.59743,female,M
MVZ:Mamm:201480,Tamias speciosus frater,collector number=20178,230,United States,California,2223.516,"Mono Meadow trail head, Yosemite National Park",11-Jul-03,skull; tissue (frozen); DNA; tissue (95% ethanol); baculum; study skin,37.67037,-119.58527,male,M
MVZ:Mamm:230242,Tamias speciosus frater,,3,United States,California,2904.1,Approximately 415 m N of Upper Cathedral Lake,8/29/12,"skull; tissue (RNAlater); tissue (RNAlater); whole organism (formalin-fixed, 70% ethanol)",37.844227,-119.415403,male,M
MVZ:Mamm:201489,Tamias speciosus frater,collector number=20207,230,United States,California,2258.2632,"0.2 mi W Summit Meadow, Yosemite National Park",12-Jul-03,skull; tissue (frozen); DNA (frozen); tissue (95% ethanol); study skin,37.67152,-119.65707,female,M
MVZ:Mamm:201560,Tamias speciosus frater,collector number=20459,230,United States,California,2496.312,"McGee Lake, Yosemite National Park",11-Aug-03,skull; DNA (frozen); tissue (95% ethanol); study skin,37.9007,-119.43205,female,M
MVZ:Mamm:201552,Tamias speciosus frater,collector number=20443,80,United States,California,2401.824,"Glen Aulin, Yosemite National Park",9-Aug-03,skull; tissue (95% ethanol); study skin,37.9136,-119.42421,female,M
MVZ:Mamm:201515,Tamias speciosus frater,collector number=20343,230,United States,California,2412.1872,"Glen Aulin, Yosemite National Park",5-Aug-03,skull; DNA (frozen); baculum; study skin; tissue (95% ethanol),37.91355,-119.42225,male,M
MVZ:Mamm:201543,Tamias speciosus frater,collector number=20397,230,United States,California,2412.1872,"Glen Aulin, Yosemite National Park",6-Aug-03,skull; postcranial skeleton; tissue (95% ethanol),37.91355,-119.42225,female,M
MVZ:Mamm:202747,Tamias speciosus frater,collector number=27-B,57,United States,California,,"Crane Flat, Yosemite National Park",12-Jun-03,tissue (frozen); whole organism (frozen),37.74995,-119.79336,not recorded,M
MVZ:Mamm:220043,Tamias speciosus frater,collector number=23451,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",23-Jul-07,tissue (95% ethanol),37.84117,-119.41206,female,M
MVZ:Mamm:216338,Tamias speciosus frater,collector number=22370,,United States,California,2691.384,"Juniper Ridge, Tuolumne Meadows, Yosemite National Park",2-Aug-05,skull; tissue (95% ethanol); baculum; study skin,37.88325,-119.3605,male,M
MVZ:Mamm:201558,Tamias speciosus frater,collector number=163,61,United States,California,2392.68,"Glen Aulin, Yosemite National Park",13-Aug-03,skull; tissue (95% ethanol); study skin,37.91042,-119.41607,female,M
